concept,domain,subtype,source_dataset,notes,polysemy_risk,image_source,image_quality_flag,human_anchor_available
trombone,sensory,musical instrument,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
trophy,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
trough,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
trowel,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
truck,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
trumpet,sensory,musical instrument,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
trunk,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tuba,sensory,musical instrument,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tube_top,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tugboat,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tulip,sensory,plant,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tumbleweed,sensory,plant,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tuning_fork,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tupperware,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
turban,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
turbine,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
turf,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
turkey,sensory,"animal, bird, food",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
turnstile,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
turntable,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
turtle,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
turtleneck,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tuxedo,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tweezers,sensory,"medical equipment, tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
twig,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
typewriter,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ukulele,sensory,musical instrument,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
umbrella,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
undershirt,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
underwear,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
unicycle,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
uniform,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
urinal,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
urn,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
vacuum,sensory,"electronic device, tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
valve,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
van,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
vase,sensory,"home decor, container",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
vegetable,sensory,"food, vegetable",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
veil,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
velcro,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
vending_machine,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
vent,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
vest,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
vial,sensory,"medical equipment, container",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
videocassette,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
videogame,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
viewfinder,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
violin,sensory,musical instrument,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
vise,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
visor,sensory,"clothing, clothing accessory",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
volleyball,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
vulture,sensory,"animal, bird",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
wafer,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
waffle,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
waffle_iron,sensory,"electronic device, kitchen appliance",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
wagon,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
walker1,sensory,medical equipment,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
walker2,sensory,Name,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
wall,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
wallet,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
wallpaper,sensory,home decor,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
walnut,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
walrus,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
